Row_ID,Product,License,Sales,Quantity,Discount,Profit,is_Refunded
393.0,Alchemy,BOW7GZ3ZYT,"1799,97",3,0,"701,9883",false
1645.0,Alchemy,R57TDUMZLJ,"3149,93",7,0,"1480,4671",false
4191.0,Alchemy,VMQF7AQCQI,"10499,97",3,0,"5039,9856",true
1234.0,Alchemy,XJHKNCITE9,"839,988",2,"0,4","69,999",false
3274.0,Alchemy,J6P2ZAEDE6,"3359,952",6,"0,2","1049,985",false
1987.0,Alchemy,EUZ8EODBS2,"1439,976",4,"0,4","191,9968",false
4620.0,Alchemy,XPUC29WANE,"2879,952",6,"0,2","1007,9832",false
4492.0,Alchemy,XBN4BB7P90,"659,988",2,"0,4","109,998",false
4813.0,Alchemy,C8PJC4ZCD3,"1199,976",4,"0,4","179,9964",false
596.0,Alchemy,LPCAI4QERL,"1199,976",3,"0,2","434,9913",false
754.0,Alchemy,6CNP10V0Q6,"1199,976",3,"0,2","374,9925",false
407.0,Alchemy,UIME93UKHK,"1199,976",3,"0,2","434,9913",false
8124.0,Alchemy,S867RJGNXK,"1079,976",4,"0,4","125,9972",false
8179.0,Alchemy,W9QG1NKWZW,"999,98",2,0,"449,991",false
4073.0,Alchemy,RO947CGM5O,"999,98",2,0,"449,991",false
5757.0,Alchemy,E61PWWU6KW,"1999,96",5,"0,2","624,9875",false
6528.0,Alchemy,99FMG0HDG3,"1999,96",4,0,"899,982",false
8254.0,Alchemy,GX2DBR6POB,"299,99",1,0,"89,997",false
1151.0,Alchemy,L4ISEY2ORK,"599,98",2,0,"209,993",false
6063.0,Alchemy,WNZ7GT3JPE,"1199,96",5,"0,2","224,9925",false
7473.0,Alchemy,WS740GS3JT,"1499,95",5,0,"449,985",false
6827.0,Alchemy,XRU3UJD9JB,"17499,95",5,0,"8399,976",false
5711.0,Alchemy,NCLOVKQXBG,"2799,944",7,"0,2","1014,9797",false
3705.0,Alchemy,4Y7GYQRGGI,"899,97",3,0,"314,9895",false
7043.0,Alchemy,MZR1WGCT79,"599,97",5,"0,4","69,9965",false
562.0,OneView,O8G3YZNMJA,13,5,"0,2",45352,false
1376.0,OneView,D43ETRJ9VP,"1089,75",3,0,"305,13",false
5729.0,OneView,ZF7E1JNC6Y,"1089,75",3,0,"305,13",false
1627.0,OneView,ZRG84B41GO,"523,25",5,0,"141,2775",false
248.0,OneView,3VV8W7NWLL,"1503,25",5,0,"496,0725",false
5398.0,OneView,IZMSZ8W1RF,39,12,0,"11,31",false
8046.0,OneView,MK5E5L48WC,"393,25",5,0,"129,7725",false
7625.0,OneView,GWL89QIV8Q,"850,5",5,"0,1","245,7",false
4293.0,OneView,4ELVZATIC5,189,1,0,"68,04",false
7385.0,OneView,G05ADHYEUC,378,2,0,"136,08",false
6677.0,OneView,14T496C04W,"19,75",5,0,"5,135",false
9970.0,OneView,LMZSHJI63P,"22,75",7,0,1488516,false
9949.0,OneView,ZGTMROAYTX,184481,8,0,"793,716",false
3287.0,OneView,IV73MY2PZL,45609,3,0,798482,false
9868.0,OneView,45CBA2JS9O,45609,3,0,798482,false
2925.0,OneView,1P99QINAL8,45554,1,0,"8,955",false
6989.0,OneView,Z2D3X9H8MT,-270674,5,"0,2","130,2885",false
5772.0,OneView,AC8TWTWN5E,-270674,4,0,"335,8548",true
4660.0,OneView,VD987NHJQP,45340,7,"0,2",-520437,false
8087.0,OneView,EPJ7NP56S0,45532,3,"0,2","5,265",false
5616.0,OneView,33RUXFOW9P,-313894,5,0,"281,016",false
9187.0,OneView,W1N0QHF3W6,-155956,5,0,"412,468",false
203.0,OneView,W10QUN44Q0,45445,1,"0,2","0,2925",false
6839.0,OneView,JWBZDAC21O,-94779,5,0,"459,396",false
5435.0,OneView,5X7RIQPZHT,-94779,5,0,"459,396",false
4594.0,OneView,Q6JYUJ568Z,45542,2,0,"2,054",true
7580.0,OneView,0ZYT41F8IA,265137,8,0,"735,0336",false
6477.0,OneView,TYQA6IQEDP,45327,2,"0,2","0,585",false
7958.0,OneView,351TGSF9KE,45519,4,0,"4,108",false
6996.0,OneView,WX4QGCXIOJ,45535,4,0,736543,false
1712.0,OneView,N0OGIDQI8D,-71982,14,0,"510,636",false
5490.0,OneView,NSZRL80ZA5,"20,808",3,"0,2",2303586,false
4981.0,OneView,N12L1PVIK5,"4,356",2,"0,8","-11,7612",false
4704.0,OneView,3G9AUI2WVE,"8,712",2,"0,8","-19,602",false
3215.0,OneView,B4ESJSRX22,"34,848",2,"0,2","6,534",false
1735.0,OneView,MHRWTKF2P1,"34,848",2,"0,2","6,534",false
1045.0,OneView,7L35GBQUZ3,"58,464",9,"0,8","-146,16",false
2365.0,OneView,B4GPJR7PJS,"160,32",2,0,"44,8896",false
5515.0,OneView,2EGGNWHFYX,"160,32",2,0,"44,8896",false
7855.0,OneView,U0D6UA3YY6,"320,64",4,0,"89,7792",false
8467.0,OneView,0KVJYHDLVM,"370,14",3,0,"144,3546",false
628.0,OneView,OL6P3TTEAM,"97,16",2,0,"28,1764",false
2320.0,OneView,JS3RERJ0ZV,"194,32",4,0,"56,3528",false
1251.0,OneView,ZX6CM2VMAR,"1704,56",13,0,"511,368",false
4672.0,OneView,PE4KMD20S8,"283,14",4,"0,1","72,358",false
4438.0,OneView,E93IXS8EI3,"26,406",3,"0,8","-71,2962",false
8290.0,OneView,H0XIXD8MST,"211,248",6,"0,2","15,8436",false
1725.0,OneView,Z0THUWOBDZ,"434,352",3,"0,2","43,4352",false
6990.0,OneView,DMB6D8ZFVF,"1,392",2,"0,8","-3,7584",false
5822.0,OneView,GM50GJSCQ5,"7,77",1,0,-336355,false
2046.0,OneView,XL7241T9PU,"162,64",2,0,"45,5392",false
3444.0,OneView,TZZFWHXWWM,"2504,74",7,0,"626,185",false
4125.0,OneView,DJ95YFWEW2,"35,91",3,0,1847277,false
405.0,OneView,V5LQIDE4DG,"35,91",3,0,1847277,false
8038.0,OneView,2L7I208MBF,"41,91",3,0,2581079,false
7853.0,OneView,ZNX5R56IP0,"20,388",2,"0,8","-53,0088",false
4818.0,OneView,SNI7YRKPWQ,"81,552",2,"0,2",-126890,false
655.0,OneView,1ZGJJDMAYT,"113,552",2,"0,2",1192366,false
7424.0,OneView,8QC8O57KWD,"195,104",4,"0,2","21,9492",false
5431.0,OneView,LHPV7C93CT,"161,568",2,"0,2","16,1568",false
2911.0,OneView,9XTIGOFNV4,"387,136",4,"0,2","24,196",false
5997.0,OneView,DFJ84OE525,"387,136",4,"0,2","24,196",false
6025.0,OneView,HM7BHXBDH9,"646,272",8,"0,2","64,6272",false
204.0,OneView,TRYXBPE9IT,"66,284",2,"0,8","-178,9668",false
835.0,OneView,HQP4WJ6Q6Y,"23,696",2,"0,2",1192305,false
4658.0,OneView,OEXFZG2LFZ,"23,696",2,"0,2",1192305,false
677.0,OneView,35754GMQM8,"2,688",3,"0,8","-7,392",false
3546.0,OneView,VX9IRW8UXM,"29,312",8,"0,8","-74,7456",false
5268.0,OneView,DO120QNS6K,"3,89",1,0,-652321,false
5963.0,OneView,3SPXM3BUT6,"7,78",2,0,-610653,false
5609.0,OneView,6QMS3ZAFJI,"7,78",2,0,-610653,false
8609.0,OneView,UQ8EAGAHDX,"15,56",4,0,-527317,false
5524.0,OneView,OYXAFHFBFP,"58,24",4,0,"15,7248",false
2722.0,OneView,EU9OF6ZDPU,"58,24",5,"0,2","5,096",false
4263.0,OneView,91MTXDZ5FX,"80,48",1,0,"24,144",false
3373.0,OneView,CHLJO4T2TG,"160,96",2,0,"48,288",false
3749.0,OneView,4KDXPIMSBD,"321,92",4,0,"96,576",false
2521.0,OneView,NT6LXKEVK6,"868,59",3,0,"251,8911",false
6296.0,OneView,C0ZNG7LYBS,"1737,18",6,0,"503,7822",false
2216.0,OneView,NTZIDG02OZ,"241,96",2,0,"60,49",false
360.0,OneView,3JS9R2BHCD,"647,84",8,0,"168,4384",false
7723.0,OneView,C8X97COQ1U,"40,74",3,0,"12,222",false
4953.0,OneView,5HAPUHLY5L,"69,48",1,0,"20,844",false
3498.0,OneView,ECFCP4OHFB,"487,92",6,0,"136,6176",false
8954.0,OneView,596KSFIZDS,"59,24",5,"0,2","16,291",false
2443.0,OneView,JSW4I0I99P,"662,84",4,0,"172,3384",false
1960.0,OneView,7SUWR3338L,"33,99",3,0,"14,6157",false
3831.0,OneView,STZBUJ78RR,"87,444",2,"0,1","18,4604",true
5415.0,OneView,EMFDVB0ZM5,"73,176",6,"0,8","-197,5752",false
7154.0,OneView,MYWK0R01KL,"53,088",7,"0,8","-108,8304",false
7398.0,OneView,EJ1UQFL7GI,"795,408",6,"0,2","59,6556",false
6904.0,OneView,KEM4WRUKXJ,"5,588",2,"0,8","-15,0876",false
7877.0,OneView,UBE7TGB0J0,"11,176",1,"0,2","0,8382",false
7627.0,OneView,7ICGXA5NKG,"325,632",6,"0,2","28,4928",false
2578.0,OneView,145I49ERUO,"675,12",3,0,"290,3016",false
9700.0,OneView,6DVCXVAK1Z,"54,32",4,0,"16,296",false
8658.0,OneView,B4LJBRBTCI,"22,66",2,0,2022958,false
4482.0,OneView,PEXPX2CO2V,"43,32",2,0,"14,2956",false
9633.0,OneView,067KDJQHDS,"90,64",8,0,"38,9752",false
8022.0,OneView,QFTCHUVLXI,"4,992",3,"0,8","-12,9792",false
2558.0,OneView,LFMJCTY59M,"6,992",2,"0,2","0,5244",false
9624.0,OneView,VQXQHCAY0V,"21,392",2,"0,8","-54,5496",false
2508.0,OneView,T27GNLOJLC,"32,784",4,"0,8","-85,2384",false
4997.0,OneView,0SGW4BDR8R,"48,784",1,"0,2",1712319,false
8917.0,OneView,AKN1S9P5A1,"48,784",4,"0,8","-131,7168",false
8211.0,OneView,IQ7J76NADV,"81,568",2,"0,2",-192664,false
3631.0,OneView,04M0Y38P91,"213,136",7,"0,2","23,9778",false
4726.0,OneView,0L27JKKCEK,"671,544",3,"0,2","50,3658",false
8588.0,OneView,JI2WEKISKB,"168,1",5,0,"43,706",false
6823.0,OneView,9JCOG74VWD,"168,1",5,0,"43,706",false
1323.0,OneView,LNK8PPN3Q1,"72,8",5,0,"19,656",false
3007.0,OneView,M33Z0H3MGH,"904,9",5,0,"253,372",false
3450.0,OneView,MZYBVWQUHT,"56,65",5,0,"24,3595",false
9087.0,OneView,1P16KYCSPC,"93,032",2,"0,8","-251,1864",false
4276.0,OneView,C3HTM62S8Y,"48,632",2,"0,8","-121,58",false
177.0,OneView,E5I8NPOZ23,"97,264",4,"0,8","-243,16",false
288.0,OneView,ZLKVXZ0J75,"194,528",2,"0,2","24,316",false
7964.0,OneView,LDJZO33ABB,"389,056",4,"0,2","48,632",false
2010.0,OneView,MHSRVF7WW4,"333,056",2,"0,2","29,1424",false
6107.0,OneView,LN933UKJFY,"19,432",2,"0,8","-49,5516",false
7189.0,OneView,JTC9K14YHH,"38,864",4,"0,8","-99,1032",false
145.0,OneView,67FK6GLSC1,"839,43",3,0,"218,2518",false
2246.0,OneView,EHFJ4ZJDER,"8,62",1,0,187037,false
4423.0,OneView,PG3IYYOLP8,"17,24",2,0,1068062,false
6633.0,OneView,1OGBTOBUF7,"54,48",1,0,"15,2544",false
9652.0,OneView,FTUJVEDUBG,"64,96",2,0,"19,488",false
6519.0,OneView,7S1Y0LFUOS,"108,96",2,0,"30,5088",false
5043.0,OneView,BJ6KCHO2NO,"129,92",4,0,"38,976",false
5134.0,OneView,3IH83SWP7X,"58,73",7,0,"14,6825",false
1837.0,OneView,7SJQOGUJGY,"1245,86",7,0,"361,2994",false
5034.0,OneView,I1FLO60MG6,"26,49",1,0,830015,false
2231.0,OneView,W8KM7IREVC,"52,98",2,0,"14,8344",false
5364.0,OneView,4WY4FF128I,"81,96",2,0,"22,9488",false
9763.0,OneView,WD5S7HGABP,"81,96",2,0,"22,9488",false
9157.0,OneView,AG4YWCH2SO,"101,96",2,0,"27,5292",false
2670.0,OneView,1WRQKYB0VQ,"105,96",4,0,"29,6688",false
7780.0,OneView,GJLLTZD0H1,"203,92",4,0,"55,0584",false
9741.0,OneView,I2XBO261UV,"140,67",3,0,"54,8613",false
713.0,OneView,MJU1YXPAPR,"281,34",6,0,"109,7226",false
7624.0,OneView,Q3ZBQIQ8ML,"39,48",1,0,-494962,true
1698.0,OneView,T0BRD7MXTA,"106,96",2,0,"31,0184",false
7657.0,OneView,E3YP2RB5CT,"106,96",2,0,"31,0184",false
152.0,OneView,J54ZE9BY16,"157,92",5,"0,2","17,766",false
812.0,OneView,NHJMNOYKF2,"213,92",4,0,"62,0368",false
1078.0,OneView,QRMX4W3OFQ,"119,96",2,0,"33,5888",false
3519.0,OneView,RAMMPDVB2G,"569,536",4,"0,2","64,0728",false
937.0,OneView,1JQPVUDN6L,"447,696",2,"0,2","33,5772",false
6481.0,OneView,M20X1YGODQ,"24,472",7,"0,2",2357277,false
6720.0,OneView,MYBUUZ7HFL,"34,944",3,"0,2",-483519,false
6214.0,OneView,3ZFWHSPJCJ,"76,12",2,0,"22,0748",false
8389.0,OneView,DQQVPI7MOW,"76,12",2,0,"22,0748",false
595.0,OneView,QZYTCRDUQC,"76,12",2,0,"22,0748",false
8996.0,OneView,4FFXF41ZWO,"152,24",5,"0,2","17,127",false
5756.0,OneView,HR65DZHLGJ,"3,16",4,"0,8","-8,532",false
7149.0,OneView,X9P1GNC0WG,"52,56",3,0,"18,396",false
624.0,OneView,AG4C85HG49,"555,21",5,"0,1","178,901",false
2191.0,OneView,YECZV05BLS,"60,81",3,0,"17,0268",false
6354.0,OneView,CGQ937AGZY,"8,39",1,0,-337816,false
2836.0,OneView,B9708JMZWR,"10,89",1,0,2342698,false
4314.0,OneView,8Z0N8G4R3T,"16,78",2,0,"4,195",false
1309.0,OneView,35M5G4UF7N,"21,78",2,0,1726989,false
2255.0,OneView,TEKTHB3JZ0,"43,56",2,0,"15,246",false
3418.0,OneView,VR93CFQHJJ,"43,56",5,"0,2","3,267",false
3213.0,OneView,F02QUBZLG2,"207,24",11,0,"58,0272",false
3709.0,OneView,9QK1RP4KUE,"34,176",3,"0,8","-87,1488",false
8767.0,OneView,LD80UJRXMM,"24,588",3,"0,8","-67,617",false
8194.0,OneView,Q16Z2XMX3A,"98,352",3,"0,2",2356790,false
1272.0,OneView,YCLS173K2L,"48,792",3,"0,8","-126,8592",false
7495.0,OneView,4BKIDFLUC5,"1,556",2,"0,8","-4,2012",false
9621.0,OneView,1IFMQHZJP8,"16,704",6,"0,2",229374,false
2477.0,OneView,V6OTNDHD9R,"1101,48",4,0,"429,5772",false
4873.0,OneView,IXBTS0BFJ7,"18,32",5,"0,8","-46,716",false
4130.0,OneView,SPGRQEL8NQ,"73,28",4,0,"21,2512",false
1996.0,OneView,ELC1VU15GS,"294,62",5,"0,8","-766,012",false
1346.0,OneView,1R95VQSY4I,"93,78",2,0,"36,5742",false
1685.0,OneView,SR9FQ0F8FT,"99,28",2,"0,2","12,41",false
7898.0,OneView,N2VB9E4US2,"272,048",7,"0,2","30,6054",false
2543.0,OneView,U0GZ1X643P,"143,952",3,"0,2","14,3952",false
3323.0,OneView,O1LL9UCHWX,"68,94",3,0,"20,682",false
4779.0,OneView,UPPEB0O6E1,"100,94",7,0,"33,3102",false
1579.0,OneView,XY2F8C2KUP,"170,88",3,0,"49,5552",false
2600.0,OneView,53Q6M3GS25,"121,94",2,0,"35,3626",false
6692.0,OneView,2W52JUMRH4,"155,88",6,0,"54,558",false
8083.0,OneView,RIZJ80V6GJ,"203,88",5,"0,2","20,388",false
3010.0,OneView,L61YOEZZP3,"243,88",5,"0,2","27,4365",false
4032.0,OneView,8RUE4QV2C0,"236,88",6,0,"66,3264",false
8265.0,OneView,OWTPXJYI53,"122,94",3,0,"30,735",false
5879.0,OneView,GLX4G10YKP,"245,88",6,0,"68,8464",false
4831.0,OneView,3GHZCWZU0Z,"245,88",6,0,"68,8464",false
4020.0,OneView,3LYVE968XV,"25,86",3,0,1949088,false
9596.0,OneView,65R3PJF4DC,"25,86",3,0,1949088,false
7349.0,OneView,H2P364FUTK,"176,772",3,"0,8","-459,6072",false
6052.0,OneView,U0JSHXKRXM,"272,4",5,0,"76,272",false
6474.0,OneView,7VJ6U24XC0,"871,8",3,"0,2","87,18",false
5147.0,OneView,7L98LI2OQK,"46,8",4,0,"16,38",false
7859.0,OneView,TX1T85YUG3,"235,95",3,0,"77,8635",false
8146.0,OneView,A3RO23YPFP,"471,9",6,0,"155,727",false
5128.0,OneView,UOY5RTJPCQ,"601,3",2,0,"198,429",false
1819.0,OneView,PIYEZQCLD2,"75,6",2,"0,8","-166,32",false
4599.0,OneView,BUCGXQKJ0F,"91,6",5,0,"26,564",false
3001.0,OneView,NTHF09A7M2,"44,416",2,"0,2",2543611,false
1727.0,OneView,ZGH4XVI89I,"88,832",4,"0,2",2128817,false
1821.0,OneView,DM6L1FY2JK,"92,064",6,"0,8","-225,5568",false
9165.0,OneView,78YNFZR4L6,"143,128",2,"0,8","-393,602",false
7725.0,OneView,BG845DX07S,"286,256",1,"0,2","17,891",false
6487.0,OneView,BSV2FH7BVM,"962,08",4,"0,2","156,338",false
2768.0,OneView,C75416JHMU,"1924,16",8,"0,2","312,676",false
6921.0,OneView,3C7A53XEZH,"356,79",7,0,"99,9012",false
6736.0,OneView,SSVXC2YXWC,"113,76",3,0,"44,3664",true
3340.0,OneView,DTFVIM9KTY,"203,52",3,0,"54,9504",false
2337.0,OneView,OCVFHL0EH1,"426,79",7,0,"123,7691",false
8949.0,OneView,2UEDQNFASV,"13,97",1,0,1615163,false
3070.0,OneView,B4S2XBIJNV,"663,936",4,"0,2","82,992",false
4300.0,OneView,Y6LPKF7J5P,"161,376",6,"0,2",-316694,true
8982.0,OneView,W7DQNS3GE9,"2,334",3,"0,8","-6,3018",false
8576.0,OneView,N0HUX0KNS1,"14,336",4,"0,2","0,896",false
8049.0,OneView,6YWWS0Z929,"706,86",7,0,"197,9208",false
5222.0,OneView,KCX8PPQXT2,"706,86",7,0,"197,9208",false
6752.0,OneView,IEGUGF4OEC,"8,74",2,0,300992,false
8323.0,OneView,6ISZH00XSX,"8,74",2,0,300992,false
7272.0,OneView,DX370ETWB1,"17,48",4,0,1295973,false
2288.0,OneView,2EAK32C2EX,"17,48",5,"0,2","1,311",false
6832.0,OneView,1YJNAC1H1J,"17,48",4,0,1295973,false
5236.0,OneView,A61KPJL4G4,"54,96",3,0,"15,9384",false
1189.0,OneView,K87O08RSRI,"81,92",4,0,"22,1184",false
7982.0,OneView,AKAZVE9KWK,"81,92",4,0,"22,1184",false
6662.0,OneView,CYDBS3HJ6B,"113,92",2,0,"33,0368",true
3052.0,OneView,E7EVTOBTQ3,"227,84",4,0,"66,0736",false
2436.0,OneView,A8SF29S7AH,"826,11",3,0,"322,1829",true
7060.0,OneView,299A1E8L8U,"83,42",2,0,"24,1918",false
706.0,OneView,QDKVMB18F4,"166,84",5,"0,2","18,7695",false
9614.0,OneView,XVUHFCI7VE,"22,98",1,0,"6,894",false
9398.0,OneView,VV7LCCYUP1,"30,98",1,0,-493593,false
7842.0,OneView,C31A4FBS3I,"45,96",2,0,"13,788",false
7771.0,OneView,NMOKPLX30F,"45,96",2,0,"13,788",false
3466.0,OneView,KVY4I6EEN6,"61,96",2,0,"16,1096",true
6020.0,OneView,H0R6JNRD0C,"91,92",5,"0,2","11,49",false
460.0,OneView,O1OCMFCX2E,"103,92",4,0,"36,372",false
5471.0,OneView,7JPGTZFIWQ,"123,92",5,"0,2","9,294",false
2769.0,OneView,2MJ6VMC4PF,"32,192",2,"0,8","-80,48",true
8377.0,OneView,VA42M72QM0,"64,384",1,"0,2","8,048",false
8717.0,OneView,A59ZA214IY,"64,384",4,"0,8","-160,96",false
7683.0,OneView,YNZTDMGN9E,"186,732",1,"0,1","41,496",false
8877.0,OneView,OS4VJXOOEC,"58,924",1,"0,8","-153,2024",false
8772.0,OneView,J8QFLC41RZ,"942,784",4,"0,2","94,2784",false
80.0,OneView,1I3JIURUQR,"208,16",1,0,"56,2032",false
7013.0,OneView,W6OVRHG8X0,"208,16",1,0,"56,2032",false
2315.0,OneView,S2H6I3VQBS,"416,32",2,0,"112,4064",false
9823.0,OneView,CYNGYNIIZR,"152,91",3,0,"42,8148",true
803.0,OneView,0L66FQZO64,"355,32",9,0,"99,4896",false
8601.0,OneView,8ORFAY4E0N,"40,54",2,0,589077,false
9520.0,OneView,L89ZEEZ9O8,"81,08",4,0,"22,7024",false
7908.0,OneView,DDX0JXHX54,"715,64",2,0,"178,91",false
5849.0,OneView,OBHP08NJ5J,"715,64",2,0,"178,91",false
4615.0,OneView,CS5KGQ9KHB,"62,79",3,"0,8","-166,3935",false
8090.0,OneView,RWLK20WKG3,"77,58",9,0,"20,1708",false
9994.0,OneView,3NTBV9B3PS,"243,16",2,0,"72,948",false
2287.0,OneView,NSSAIHB8KM,"35,04",2,0,"12,264",false
831.0,OneView,YA1N178RT0,"180,66",3,0,"50,5848",false
2345.0,OneView,N5FE5MXOEN,"490,32",9,0,"137,2896",false
5253.0,OneView,6QOS9AV5E1,"182,91",3,0,"53,0439",false
5070.0,OneView,7SLLH30KF7,"167,535",3,"0,1","37,23",false
4817.0,OneView,DG4RXARY6C,"34,656",2,"0,2",1613033,false
4821.0,OneView,JZQS3Y5GSA,"463,248",8,"0,8","-1181,2824",false
5504.0,OneView,CWZ3PE3CIN,"20,136",3,"0,2",250194,true
5825.0,OneView,V5V1SXLHBT,"26,136",3,"0,2",2813100,false
3630.0,OneView,F4YUL4RSF3,"52,272",3,"0,2","9,801",false
8891.0,OneView,3EEKVA1MOZ,"1927,59",7,0,"751,7601",false
170.0,OneView,J7LMIXWBED,"177,98",5,"0,8","-453,849",false
1095.0,OneView,HQ5MNSCDDU,"355,96",2,0,"103,2284",false
8252.0,OneView,GO45JVCW6J,"180,98",5,"0,8","-470,548",false
4505.0,OneView,2GR9AGKVXA,"361,96",2,0,"101,3488",false
6562.0,OneView,HQM9TKY5SV,"33,62",5,"0,8","-90,774",false
940.0,OneView,O0S7Q3BOT6,"134,48",4,0,"34,9648",false
3005.0,OneView,XLUQK89N8D,"207,48",1,0,"62,244",false
5974.0,OneView,N2LXIJ0XEK,"414,96",2,0,"124,488",false
4198.0,OneView,8BTQITP3L8,"394,816",4,"0,2","93,7688",false
3088.0,OneView,76J8WGYS1L,"12,992",2,"0,8","-32,48",false
9421.0,OneView,PVO65UE04I,"21,984",6,"0,8","-56,0592",false
262.0,OneView,E0Y2LTGZH5,"1,624",2,"0,8","-4,466",false
2677.0,OneView,PKVB96RAM8,"43,584",1,"0,2",615161,false
5808.0,OneView,E79ZP9950G,"87,168",2,"0,2",1924312,false
6648.0,OneView,2ZT0VWJ8BK,"87,168",2,"0,2",1924312,false
7176.0,OneView,GY4XCT2LTX,"87,168",8,"0,8","-226,6368",false
8681.0,OneView,9PZNM5BJA1,"2104,55",7,0,"694,5015",false
646.0,OneView,M9TYD0GZDM,"209,3",2,0,"56,511",false
4401.0,OneView,XAH28OUHGS,"901,95",3,0,"297,6435",false
8395.0,OneView,QR6527PWYA,"901,95",3,0,"297,6435",false
9145.0,OneView,0VG6J8NY5F,"64,9",5,0,"18,821",false
9550.0,OneView,OCJ9GMW0G8,"453,6",3,"0,2","90,72",false
924.0,OneView,JZRP5P1F75,"406,6",5,0,"113,848",false
5271.0,OneView,TB03R88XQ1,"406,6",5,0,"113,848",false
2756.0,OneView,0QETKPJJ88,"1447,65",5,0,"419,8185",false
9031.0,OneView,C4KN1ZFHE9,"314,6",4,0,"103,818",false
10.0,OneView,71J8P9Z1P0,"114,9",5,0,"34,47",false
5909.0,OneView,6TD6OGTFAO,"59,7",3,0,"26,865",false
4414.0,OneView,977BM9P5T8,"59,7",3,0,"26,865",false
3988.0,OneView,EA39W4JC2K,"41,95",5,0,1086872,false
9282.0,OneView,3NO163F6EW,"67,9",5,0,"20,37",false
8020.0,OneView,6GLTNWXSH6,"83,9",10,0,"20,975",false
6734.0,OneView,DY4BLKO97B,"32,432",2,"0,2",194371,false
2473.0,OneView,EO33AN8U04,"64,864",4,"0,2",1082733,false
5365.0,OneView,NJHH6TLPLG,"64,864",4,"0,2",1082733,true
7079.0,OneView,KHW723EUE4,"309,456",9,"0,2","34,8138",false
